date,city,market,item,item_source_label,food_group,unit,price_average_cop_per_kg,price_change_pct_from_previous_market_day,source_url,extraction_method,review_flag
2025-05-14,Bogotá,Corabastos,Yuca,Yuca*,Tubers and plantains,COP per kg,1771.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Ahuyama,Ahuyama,Vegetables,COP per kg,1875.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Arveja verde en vaina,Arveja verde en vaina,Vegetables,COP per kg,8583.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,1900.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Cebolla junca,Cebolla junca,Vegetables,COP per kg,2542.0,-0.24,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1550.0,-0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Fríjol verde,Fríjol verde*,Vegetables,COP per kg,4300.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Habichuela,Habichuela,Vegetables,COP per kg,4375.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,2875.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,3467.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Pimentón,Pimentón,Vegetables,COP per kg,3663.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Remolacha,Remolacha,Vegetables,COP per kg,1219.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Tomate,Tomate*,Vegetables,COP per kg,5170.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Bogotá,Corabastos,Zanahoria,Zanahoria,Vegetables,COP per kg,1750.0,-0.1,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Aguacate,Aguacate *,Fruit,COP per kg,9675.0,0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Banano,Banano*,Fruit,COP per kg,1925.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Coco,Coco,Fruit,COP per kg,11621.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Granadilla,Granadilla,Fruit,COP per kg,7221.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Guayaba,Guayaba*,Fruit,COP per kg,2050.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Limón Tahití,Limón Tahití,Fruit,COP per kg,2050.0,-0.15,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Limón común,Limón común,Fruit,COP per kg,1395.0,-0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Lulo,Lulo,Fruit,COP per kg,4125.0,-0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Mandarina,Mandarina*,Fruit,COP per kg,8750.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Mango Tommy,Mango Tommy,Fruit,COP per kg,2600.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Manzana royal gala,Manzana royal gala,Fruit,COP per kg,7803.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Maracuyá,Maracuyá,Fruit,COP per kg,2500.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Mora de Castilla,Mora de Castilla,Fruit,COP per kg,4575.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Naranja,Naranja*,Fruit,COP per kg,2425.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Papaya Maradol,Papaya Maradol,Fruit,COP per kg,4450.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Piña,Piña *,Fruit,COP per kg,2425.0,-0.09,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Tomate de árbol,Tomate de árbol,Fruit,COP per kg,1875.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Arracacha,Arracacha*,Tubers and plantains,COP per kg,1438.0,-0.21,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,2075.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Papa negra,Papa negra*,Tubers and plantains,COP per kg,2063.0,0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Plátano guineo,Plátano guineo,Tubers and plantains,COP per kg,1050.0,0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,2100.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Yuca,Yuca*,Tubers and plantains,COP per kg,1960.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Ahuyama,Ahuyama,Vegetables,COP per kg,925.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Arveja verde en vaina,Arveja verde en vaina,Vegetables,COP per kg,6100.0,-0.12,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,2448.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Cebolla junca,Cebolla junca,Vegetables,COP per kg,3425.0,-0.14,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1767.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Fríjol verde,Fríjol verde*,Vegetables,COP per kg,3550.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Habichuela,Habichuela,Vegetables,COP per kg,3100.0,0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,1817.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,2150.0,-0.13,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Pimentón,Pimentón,Vegetables,COP per kg,2375.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Remolacha,Remolacha,Vegetables,COP per kg,575.0,-0.15,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Tomate,Tomate*,Vegetables,COP per kg,5100.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Medellín,Central Mayorista de Antioquia (CMA),Zanahoria,Zanahoria,Vegetables,COP per kg,911.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Aguacate,Aguacate *,Fruit,COP per kg,10250.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Banano,Banano*,Fruit,COP per kg,1688.0,0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Coco,Coco,Fruit,COP per kg,9000.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Limón común,Limón común,Fruit,COP per kg,1893.0,0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Lulo,Lulo,Fruit,COP per kg,5333.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Manzana royal gala,Manzana royal gala,Fruit,COP per kg,8750.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Mora de Castilla,Mora de Castilla,Fruit,COP per kg,5150.0,-0.1,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Naranja,Naranja*,Fruit,COP per kg,1706.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Tomate de árbol,Tomate de árbol,Fruit,COP per kg,2400.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,3625.0,0.12,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Papa negra,Papa negra*,Tubers and plantains,COP per kg,2175.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,1281.0,0.14,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Yuca,Yuca*,Tubers and plantains,COP per kg,875.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Ahuyama,Ahuyama,Vegetables,COP per kg,900.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,2325.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Cebolla junca,Cebolla junca,Vegetables,COP per kg,1719.0,-0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1250.0,0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Fríjol verde,Fríjol verde*,Vegetables,COP per kg,5125.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Habichuela,Habichuela,Vegetables,COP per kg,4250.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,2146.0,0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,2325.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Pimentón,Pimentón,Vegetables,COP per kg,3300.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Remolacha,Remolacha,Vegetables,COP per kg,1525.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Tomate,Tomate*,Vegetables,COP per kg,5525.0,-0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-05-14,Montería,SIPSA Montería (Mercado del Sur in later files),Zanahoria,Zanahoria,Vegetables,COP per kg,1417.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-14may2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Aguacate,Aguacate *,Fruit,COP per kg,7938.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Banano,Banano*,Fruit,COP per kg,2438.0,0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Coco,Coco,Fruit,COP per kg,7378.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Granadilla,Granadilla,Fruit,COP per kg,7681.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Guayaba,Guayaba*,Fruit,COP per kg,2351.0,-0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Limón Tahití,Limón Tahití,Fruit,COP per kg,3298.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Limón común,Limón común,Fruit,COP per kg,3679.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Lulo,Lulo,Fruit,COP per kg,3717.0,-0.03,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Mandarina,Mandarina*,Fruit,COP per kg,4091.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Mango Tommy,Mango Tommy,Fruit,COP per kg,11719.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Manzana royal gala,Manzana royal gala,Fruit,COP per kg,8487.0,-0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Maracuyá,Maracuyá,Fruit,COP per kg,4700.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Mora de Castilla,Mora de Castilla,Fruit,COP per kg,4917.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Naranja,Naranja*,Fruit,COP per kg,1888.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Piña,Piña *,Fruit,COP per kg,1403.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Tomate de árbol,Tomate de árbol,Fruit,COP per kg,4550.0,0.06,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Arracacha,Arracacha*,Tubers and plantains,COP per kg,917.0,-0.41,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Papa  criolla,Papa  criolla,Tubers and plantains,COP per kg,3611.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Papa negra,Papa negra*,Tubers and plantains,COP per kg,900.0,0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Plátano guineo,Plátano guineo,Tubers and plantains,COP per kg,3050.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Plátano hartón verde,Plátano hartón verde,Tubers and plantains,COP per kg,3375.0,0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Yuca,Yuca*,Tubers and plantains,COP per kg,3229.0,-0.07,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Ahuyama,Ahuyama,Vegetables,COP per kg,2913.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Arveja verde en vaina,Arveja verde en vaina,Vegetables,COP per kg,4850.0,-0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Cebolla cabezona blanca,Cebolla cabezona blanca,Vegetables,COP per kg,2138.0,0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Cebolla junca,Cebolla junca,Vegetables,COP per kg,3792.0,-0.02,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Chócolo mazorca,Chócolo mazorca,Vegetables,COP per kg,1275.0,-0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Fríjol verde,Fríjol verde*,Vegetables,COP per kg,4850.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Habichuela,Habichuela,Vegetables,COP per kg,3563.0,0.27,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Lechuga Batavia,Lechuga Batavia,Vegetables,COP per kg,2588.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Pepino cohombro,Pepino cohombro,Vegetables,COP per kg,3750.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Pimentón,Pimentón,Vegetables,COP per kg,3725.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Remolacha,Remolacha,Vegetables,COP per kg,4729.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Tomate,Tomate*,Vegetables,COP per kg,4205.0,0.01,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Bogotá,Corabastos,Zanahoria,Zanahoria,Vegetables,COP per kg,4271.0,-0.08,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Aguacate,Aguacate *,Fruit,COP per kg,6575.0,0.11,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Banano,Banano*,Fruit,COP per kg,2075.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Coco,Coco,Fruit,COP per kg,9576.0,0.0,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Granadilla,Granadilla,Fruit,COP per kg,7572.0,-0.09,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Guayaba,Guayaba*,Fruit,COP per kg,3100.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Limón Tahití,Limón Tahití,Fruit,COP per kg,2000.0,0.05,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Limón común,Limón común,Fruit,COP per kg,2886.0,-0.09,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
2025-08-13,Medellín,Central Mayorista de Antioquia (CMA),Lulo,Lulo,Fruit,COP per kg,3938.0,-0.04,https://www.dane.gov.co/files/operaciones/SIPSA/anex-SIPSADiario-13ago2025.xlsx,official_xlsx,False
